date,Upstream_water_level
2019-04-01,165.58
2019-04-02,165.2
2019-04-03,165.05
2019-04-04,164.82
2019-04-05,164.58
2019-04-06,164.2
2019-04-07,163.74
2019-04-08,163.22
2019-04-09,162.93
2019-04-10,162.55
2019-04-11,162.37
2019-04-12,161.94
2019-04-13,161.68
2019-04-14,161.32
2019-04-15,161.01
2019-04-16,160.8
2019-04-17,160.47
2019-04-18,160.21
2019-04-19,159.96
2019-04-20,159.81
2019-04-21,159.88
2019-04-22,159.85
2019-04-23,159.84
2019-04-24,159.61
2019-04-25,159.45
2019-04-26,159.37
2019-04-27,159.2
2019-04-28,159.05
2019-04-29,158.99
2019-04-30,158.95
2019-05-01,159.01
2019-05-02,159
2019-05-03,158.8
2019-05-04,158.54
2019-05-05,158.28
2019-05-06,157.92
2019-05-07,157.49
2019-05-08,156.98
2019-05-09,156.51
2019-05-10,156.45
2019-05-11,156.35
2019-05-12,156.4
2019-05-13,156.38
2019-05-14,156.25
2019-05-15,155.84
2019-05-16,155.38
2019-05-17,154.82
2019-05-18,154.16
2019-05-19,153.7
2019-05-20,153.32
2019-05-21,152.92
2019-05-22,152.59
2019-05-23,152.01
2019-05-24,151.58
2019-05-25,151.06
2019-05-26,151.08
2019-05-27,151.43
2019-05-28,151.08
2019-05-29,150.48
2019-05-30,149.99
2019-05-31,149.46
2019-06-01,148.98
2019-06-02,148.33
2019-06-03,147.67
2019-06-04,146.97
2019-06-05,146.14
2019-06-06,145.35
2019-06-07,145.38
2019-06-08,145.81
2019-06-09,145.97
2019-06-10,146.39
2019-06-11,146.21
2019-06-12,145.71
2019-06-13,145.57
2019-06-14,145.38
2019-06-15,145.56
2019-06-16,145.96
2019-06-17,146.19
2019-06-18,145.99
2019-06-19,145.94
2019-06-20,145.73
2019-06-21,145.4
2019-06-22,145.52
2019-06-23,146.45
2019-06-24,146.29
2019-06-25,146.31
2019-06-26,145.92
2019-06-27,145.85
2019-06-28,145.35
2019-06-29,146.02
2019-06-30,145.73
2019-07-01,146.34
2019-07-02,146.13
2019-07-03,146.07
2019-07-04,146.09
2019-07-05,145.89
2019-07-06,145.73
2019-07-07,145.71
2019-07-08,145.81
2019-07-09,145.7
2019-07-10,145.73
2019-07-11,145.76
2019-07-12,145.62
2019-07-13,145.8
2019-07-14,146.37
2019-07-15,147.19
2019-07-16,146.37
2019-07-17,145.98
2019-07-18,145.69
2019-07-19,146.29
2019-07-20,147.87
2019-07-21,149.72
2019-07-22,150.67
2019-07-23,151.23
2019-07-24,152.01
2019-07-25,153.54
2019-07-26,155.00
2019-07-27,155.59
2019-07-28,155.27
2019-07-29,154.04
2019-07-30,152.95
2019-07-31,151.13
2019-08-01,150.37
2019-08-02,149.94
2019-08-03,149.04
2019-08-04,147.69
2019-08-05,146.36
2019-08-06,146.02
2019-08-07,146.02
2019-08-08,145.89
2019-08-09,147.59
2019-08-10,149.04
2019-08-11,149.17
2019-08-12,148.62
2019-08-13,148.02
2019-08-14,147.38
2019-08-15,146.74
2019-08-16,146.37
2019-08-17,146.36
2019-08-18,146.46
2019-08-19,146.48
2019-08-20,146.26
2019-08-21,146.18
2019-08-22,146.1
2019-08-23,146.26
2019-08-24,146.3
2019-08-25,147.36
2019-08-26,148.4
2019-08-27,147.92
2019-08-28,146.86
2019-08-29,146.22
2019-08-30,146
2019-08-31,145.96
2019-09-01,146.12
2019-09-02,146.26
2019-09-03,146.26
2019-09-04,146.36
2019-09-05,146.62
2019-09-06,146.6
2019-09-07,146.51
2019-09-08,146.7
2019-09-09,146.76
2019-09-10,146.98
2019-09-11,147.48
2019-09-12,148.52
2019-09-13,148.52
2019-09-14,152.01
2019-09-15,153.46
2019-09-16,155.66
2019-09-17,157.86
2019-09-18,159.79
2019-09-19,160.41
2019-09-20,160.5
2019-09-21,160.76
2019-09-22,160.7
2019-09-23,160.67
2019-09-24,160.87
2019-09-25,161.1
2019-09-26,161.3
2019-09-27,161.64
2019-09-28,161.99
2019-09-29,162.41
2019-09-30,163.11
2019-10-01,163.83
2019-10-02,164.47
2019-10-03,164.67
2019-10-04,164.51
2019-10-05,164.39
2019-10-06,164.53
2019-10-07,165.19
2019-10-08,166.03
2019-10-09,167.08
2019-10-10,167.91
2019-10-11,168.29
2019-10-12,168.65
2019-10-13,168.97
2019-10-14,169.04
2019-10-15,168.99
2019-10-16,168.98
2019-10-17,169.2
2019-10-18,169.66
2019-10-19,170.2
2019-10-20,170.51
2019-10-21,170.82
2019-10-22,171.19
2019-10-23,171.9
2019-10-24,172.55
2019-10-25,173.15
2019-10-26,173.47
2019-10-27,173.76
2019-10-28,174.25
2019-10-29,174.52
2019-10-30,174.68
2019-10-31,175
2019-11-01,174.75
2019-11-02,174.77
2019-11-03,174.67
2019-11-04,174.32
2019-11-05,174.22
2019-11-06,174.19
2019-11-07,174.19
2019-11-08,174.25
2019-11-09,174.24
2019-11-10,174.31
2019-11-11,174.17
2019-11-12,174
2019-11-13,173.88
2019-11-14,173.85
2019-11-15,173.95
2019-11-16,174.1
2019-11-17,174.17
2019-11-18,174.24
2019-11-19,174.32
2019-11-20,174.4
2019-11-21,174.45
2019-11-22,174.34
2019-11-23,174.23
2019-11-24,173.99
2019-11-25,173.87
2019-11-26,173.9
2019-11-27,174.05
2019-11-28,174.19
2019-11-29,174.33
2019-11-30,174.46
2019-12-01,174.56
2019-12-02,174.59
2019-12-03,174.61
2019-12-04,174.64
2019-12-05,174.71
2019-12-06,174.71
2019-12-07,174.67
2019-12-08,174.71
2019-12-09,174.59
2019-12-10,174.6
2019-12-11,174.47
2019-12-12,174.43
2019-12-13,174.36
